Iso Code,Country Name,WHO Region,Year,Vaccine Type,Admin1,Admin2,DenomType,Denominator,Numerator,Coverage,Unprotected
VEN,Venezuela,AMRO,2016,Pol3,ARAGUA,San Sebastián,,371,306,82.48,65
VEN,Venezuela,AMRO,2016,Pol3,ARAGUA,Santiago Mariño,,3741,2887,77.17,854
VEN,Venezuela,AMRO,2016,Pol3,ARAGUA,Santos Michelena,,558,663,118.82,-105
VEN,Venezuela,AMRO,2016,Pol3,ARAGUA,Sucre,,1916,1829,95.46,87
VEN,Venezuela,AMRO,2016,Pol3,ARAGUA,Tovar,,226,228,100.88,-2
VEN,Venezuela,AMRO,2016,Pol3,ARAGUA,Urdaneta,,346,419,121.10,-73
VEN,Venezuela,AMRO,2016,Pol3,ARAGUA,Zamora,,2336,1472,63.01,864
VEN,Venezuela,AMRO,2016,Pol3,ARAGUA,Francisco Linares Alcántara,,1673,1370,81.89,303
VEN,Venezuela,AMRO,2016,Pol3,ARAGUA,Ocumare de La Costa de Oro,,192,230,119.79,-38
VEN,Venezuela,AMRO,2016,Pol3,BARINAS,Alberto Arvelo Torrealba,,1100,769,69.91,331
